Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,Acente_Adi,Sehir,Bolge,CustomerName,CustomerType,Filo_Retail,Yas,Cinsiyet,Gelir_Grubu,Kredi_Tutari_TL,Vade_Ay,Kredi_Onay_Suresi_Saat,AB1_Arac_Turu_Teyit,A1_Kredi_Dusunuyor_muydu,A6_Karari_Degistiren_Faktor,A3_Stenos_Finans_Bilinirlik,B5_Arastirilan_Kuruluslar,B6_Tercih_Kriterleri,EO0_Genel_Memnuniyet,EO0N_Neden,EON1_Sorun_Giderildi,EO1x1_Acente_Satis_Danismani,EON3_Neden,EON4_Sorun_Giderildi,EO2x1_Stenos_Satis_Yoneticisi,C1_Satis_Elemani_Yaklasimi,C1a_Finansman_Kosullari_Bilgilendirme,C2_Finansman_Secenekleri,C2N_Neden,C8_Geri_Odeme_Kosullari,C5_Surec_Kolaylik_Hiz,C5N_Neden,C7x_Geri_Odeme_Bilgilendirme_Yeterli,C7xN_Neden,E1_Musteri_Hizmetleri_Aradi_mi,E2_Arama_Konusu,E5a_Cagri_Merkezi_Memnuniyeti,E6_Memnuniyetsizlik_Nedeni,N1_Kampanya_Takip,N2_Takip_Kanallari,N3_Mobil_App_Bilinirlik,S44_Brand_Retention,F1_Recommendation_NPS,F1x_Brand_Importance,K1_1_Kasko_Satin_Aldi_mi,K7_Kasko_Tercih_Nedeni,K1_2_Kasko_Teklifi_Verildi_mi,K8_Avantajlardan_Bahsedildi_mi,K9_Akilda_Kalan_Teminat,K1a_Kasko_Tercih_Etmeme_Nedeni,K3_Kasko_Genel_Memnuniyet,K4_Kasko_Yenileme_Tercihi,K5_Kasko_Tavsiye,K6_Kasko_Tavsiye_Nedeni,K2_Kaskodan_Haberdar_Olma,I1_Sorun_Yasadi_mi,I2_Sorun_Giderildi_mi,M1_Veri_Paylasim_Izni,NPS_Kategori,EO0_Endeks_100,EO0_Top2Box,S44_Top2Box
CSI-CRD-00253,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-02-16,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Aydinç Bilgin,Hafif Ticari,Retail,57,Erkek,50.001 - 85.000 TL,893000,12,7.0,1,1,,1,Başka kuruluş araştırmadım,Sigorta hizmetlerinin de olması; Markaya duyulan güven; Kredi alımlarında hızlılık,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,9,8,10,10,,8,9,,1,,2,,,,2,,2,10,10,9,1.0,Teminat içeriği,,,,,9.0,10.0,7.0,Fiyat/teminat dengesi beklentimin altındaydı,Acente görselliği sayesinde,2,,1,Promoter,88.9,1,1
CSI-CRD-00254,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-03-01,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Çoğay Tarhan,Hafif Ticari,Filo,40,Erkek,85.001 - 150.000 TL,1936000,24,6.9,1,2,Peşinat ve vade esnekliği ikna etti,1,Başka kuruluş araştırmadım,Faiz oranı; Ulaşım kolaylığı; Personelin genel tutum davranışları,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,8,10,,10,10,,1,,1,Kredi Borcunu erken kapama,10.0,,2,,3,8,10,10,,,,,,,,,,,,2,,1,Promoter,100.0,1,0
CSI-CRD-00255,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-01-13,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Ünsever Türk,Otomobil-Binek,Retail,52,Erkek,50.001 - 85.000 TL,1122000,36,11.0,1,2,Peşinat ve vade esnekliği ikna etti,1,Başka kuruluş araştırmadım,Faiz oranı; Daha az döküman/daha az prosedür; Daha uzun vade,7,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,5,Danışmanın bilgilendirmesi yetersizdi,2.0,7,7,7,7,,6,7,,1,,2,,,,2,,3,6,8,8,2.0,,2.0,,,Kendi sigortacısı/tanıdık acente olması,,,,,,2,,2,Passive,66.7,0,0
CSI-CRD-00256,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-12-09,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Öğr. Rafih Şensoy,Hafif Ticari,Retail,30,Kadın,25.001 - 50.000 TL,399000,24,9.2,1,1,,1,Burgan Bank,Sigorta hizmetlerinin de olması; Daha uzun vade; Ulaşım kolaylığı,6,Evrak ve geri dönüş süreçlerinde sorun yaşadım,1.0,3,Danışmanın bilgilendirmesi yetersizdi,1.0,5,5,4,4,Taksit seçenekleri ihtiyacıma uymadı,6,8,,2,Taksit tarihleri net anlatılmadı,2,,,,1,"Gazete, dergi vb.",2,5,8,5,1.0,Teminat içeriği; Kredi avantajı,,,,,6.0,5.0,7.0,Fiyat/teminat dengesi beklentimin altındaydı,Yetkili servisten; Daha önce kredi kullanan tanıdıklarımdan / tavsiye,2,,1,Passive,55.6,0,0
CSI-CRD-00257,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-02-05,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Çev. Gülbani İlper Şafak Şener,Otomobil-Binek,Retail,53,Erkek,50.001 - 85.000 TL,1532000,48,29.8,1,1,,1,AlBaraka; Şekerbank; QNB Fibabank,Markaya duyulan güven; Hizmet kalitesi; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri,6,Evrak ve geri dönüş süreçlerinde sorun yaşadım,2.0,6,Danışmanın bilgilendirmesi yetersizdi,2.0,6,6,5,4,Taksit seçenekleri ihtiyacıma uymadı,6,5,Onay süreci beklediğimden uzun sürdü,2,Erken kapama koşulları açıklanmadı,2,,,,2,,2,6,7,3,1.0,Fiyat avantajı,,,,,5.0,3.0,6.0,Fiyat/teminat dengesi beklentimin altındaydı,Acente satış danışmanı; Daha önce kredi kullanan tanıdıklarımdan / tavsiye,1,1.0,1,Passive,55.6,0,0
CSI-CRD-00258,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-07-22,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Dr. Sirap Ergül Seven,Otomobil-Binek,Retail,63,Erkek,150.000 TL üzeri,1836000,24,8.6,1,1,,2,OdeaBank,Kredi alımlarında hızlılık; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Daha az döküman/daha az prosedür,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,9,10,9,,10,9,,1,,2,,,,2,,1,9,9,10,2.0,,3.0,,,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00259,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-06-16,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Mujde Ülker,Otomobil-Binek,Retail,47,Erkek,50.001 - 85.000 TL,853000,24,1.0,1,1,,2,Halk Bankası; TEB (Türk Ekonomi Bankası),Ulaşım kolaylığı; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Sorunların zamanında çözülmesi,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,9,Danışman ilgili ve bilgiliydi,,10,8,6,99,,5,9,,1,,2,,,,2,,2,10,9,7,2.0,,2.0,,,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısı/tanıdık acente olması,,,,,,2,,1,Promoter,77.8,0,1
CSI-CRD-00260,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-10-20,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Boztaş Gürelcem Seven Sezer,Hafif Ticari,Filo,47,Erkek,85.001 - 150.000 TL,842000,24,8.3,1,2,Nakit bütçemi bozmak istemedim,1,HSBC Bank,Kredi alımlarında hızlılık; Ulaşım kolaylığı; Müşteri ilişkileri,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,99,8,,9,9,,1,,2,,,,2,,2,9,9,10,,,,,,,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00261,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-04-22,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Çev. Rabbiye Alemdar İnönü,Hafif Ticari,Retail,51,Kadın,150.000 TL üzeri,1538000,24,7.2,1,1,,1,Akbank; Finans Bank,Hizmet kalitesi; Sigorta hizmetlerinin de olması; Daha az döküman/daha az prosedür,7,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,6,Danışmanın bilgilendirmesi yetersizdi,1.0,9,9,8,9,,4,7,,1,,1,Sigorta; Kaza,5.0,Talep ile ilgili doğru bilgi alamaması,2,,1,8,8,8,2.0,,1.0,1.0,Değer kaybı teminatı,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısı/tanıdık acente olması,,,,,,2,,1,Passive,66.7,0,0
CSI-CRD-00262,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-04-30,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Muvaffak Avşin Hayrioğlu,Hafif Ticari,Retail,31,Erkek,50.001 - 85.000 TL,1882000,36,3.3,1,2,Nakit bütçemi bozmak istemedim,1,ING; AlBaraka,Kampanyaları olması; Daha uzun vade; Ulaşım kolaylığı,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,9,8,8,10,,10,9,,1,,2,,,,2,,1,9,10,10,2.0,,2.0,,,Servis hizmet memnuniyetsizliği,,,,,,2,,1,Promoter,88.9,1,1
CSI-CRD-00263,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-01-25,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Muvahhide Demir,Otomobil-Binek,Filo,24,Erkek,150.000 TL üzeri,1259000,36,7.7,1,1,,1,AlBaraka,Sorunların zamanında çözülmesi; Daha uzun vade; Markaya duyulan güven,6,Evrak ve geri dönüş süreçlerinde sorun yaşadım,2.0,5,Danışmanın bilgilendirmesi yetersizdi,99.0,6,7,4,6,Taksit seçenekleri ihtiyacıma uymadı,99,8,,1,,3,,,,1,Acente; Web sitesi,2,6,7,9,,,,,,,,,,,,1,2.0,2,Passive,55.6,0,0
CSI-CRD-00264,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-04-19,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Vacibe Alemdar Yılmaz,Otomobil-Binek,Retail,50,Erkek,150.000 TL üzeri,1852000,12,7.4,1,1,,1,Ziraat Bankası; Vakıflar Bankası,Düşük peşinat / peşinatsız kredi imkânı; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Müşteri ilişkileri,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,10,10,8,9,,6,99,,1,,2,,,,1,Sosyal medya; Web sitesi; Stenos Auto Mobil App,1,10,10,10,2.0,,1.0,2.0,,Kendi sigortacısı/tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,,,,,,2,,1,Promoter,88.9,1,1
CSI-CRD-00265,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-04-27,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Öğr. Ayşenur Gülenay Fırat Arsoy,Otomobil-Binek,Retail,38,Erkek,85.001 - 150.000 TL,1868000,12,5.2,1,1,,1,Denizbank,Ulaşım kolaylığı; Faiz oranı; Sigorta hizmetlerinin de olması,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,9,8,8,10,,10,9,,1,,1,Fatura ile ilgili olarak; Kredimin ödeme planını revize etmek,10.0,,2,,2,9,10,10,1.0,Kredi avantajı,,,,,10.0,10.0,8.0,Fiyat/teminat dengesi beklentimin altındaydı,Stenos Auto Finans veya Stenos Auto internet sayfalarından; Stenos Auto Finans veya Stenos Auto iletişim hattından,2,,1,Promoter,88.9,1,1
CSI-CRD-00266,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-04-15,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Dr. Selime İnönü Yorulmaz,Otomobil-Binek,Retail,43,Erkek,25.001 - 50.000 TL,332000,36,25.2,1,2,Peşinat ve vade esnekliği ikna etti,2,Başka kuruluş araştırmadım,Kampanyaları olması; Daha önce kredi kullanmıştım; Sigorta hizmetlerinin de olması,4,Evrak ve geri dönüş süreçlerinde sorun yaşadım,2.0,5,Danışmanın bilgilendirmesi yetersizdi,1.0,4,3,5,5,Taksit seçenekleri ihtiyacıma uymadı,2,6,Onay süreci beklediğimden uzun sürdü,1,,2,,,,2,,1,3,5,4,2.0,,1.0,2.0,,Sigorta şirketi memnuniyetsizliği,,,,,,2,,1,Detractor,33.3,0,0
CSI-CRD-00267,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-11-30,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Ertuncay Durmuş,Otomobil-Binek,Retail,36,Erkek,85.001 - 150.000 TL,1699000,36,3.0,1,2,Peşinat ve vade esnekliği ikna etti,1,Başka kuruluş araştırmadım,Daha uzun vade; Markaya duyulan güven; Markanın finans kurumu olması,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,8,Danışman ilgili ve bilgiliydi,,9,7,10,99,,6,10,,2,Gecikme faizi hakkında bilgi verilmedi,3,,,,2,,1,10,10,9,2.0,,3.0,,,Kendi sigortacısı/tanıdık acente olması; Servis hizmet memnuniyetsizliği,,,,,,1,1.0,1,Promoter,88.9,1,1
CSI-CRD-00268,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-08-24,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Ferihan Dumanlı,Otomobil-Binek,Filo,46,Erkek,50.001 - 85.000 TL,1561000,48,1.2,1,1,,1,Finans Bank; QNB Fibabank; İş Bankası,Faiz oranı; Ödeme Planında Esneklik; Kredi alımlarında hızlılık,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,10,Danışman ilgili ve bilgiliydi,,5,10,8,6,Taksit seçenekleri ihtiyacıma uymadı,6,10,,2,Taksit tarihleri net anlatılmadı,1,Kaza; Fatura ile ilgili olarak,9.0,,2,,3,9,8,7,,,,,,,,,,,,2,,1,Passive,77.8,0,1
CSI-CRD-00269,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-01-21,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Dr. Asiman Şener Tevetoğlu,Otomobil-Binek,Retail,39,Kadın,150.000 TL üzeri,2056000,48,9.3,1,1,,1,Ziraat Bankası; Halk Bankası; Alternatifbank,Daha önce kredi kullanmıştım; Daha az döküman/daha az prosedür; Sigorta hizmetlerinin de olması,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,99,,,9,8,10,10,,9,10,,1,,1,Kredi Devri / Transferi,7.0,,2,,2,6,8,7,1.0,Fiyat avantajı,,,,,9.0,10.0,6.0,Fiyat/teminat dengesi beklentimin altındaydı,"İnternet reklamlarından; Gazete, dergi ilanlarından",2,,1,Passive,88.9,1,0
CSI-CRD-00270,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-07-29,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Doç. Bozbağ Görgünay Durmuş,Otomobil-Binek,Filo,42,Kadın,150.000 TL üzeri,1383000,48,6.0,1,2,Acentede sunulan faiz oranı beklediğimden uygundu,1,TEB (Türk Ekonomi Bankası),Kampanyaları olması; Markanın finans kurumu olması; Kredi alımlarında hızlılık,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,9,10,10,10,,8,9,,1,,1,Senet İadesi; Kredi geri ödeme planımı temin etmek,10.0,,2,,1,10,10,10,,,,,,,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00271,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-10-16,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Savni Seven,Otomobil-Binek,Retail,40,Erkek,25.001 - 50.000 TL,937000,12,1.0,1,1,,1,OdeaBank,Düşük peşinat / peşinatsız kredi imkânı; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Kredi alımlarında hızlılık,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,10,10,8,10,,10,10,,1,,1,Kredi geri ödeme planımı temin etmek; Hesap / Borç durumu öğrenme,9.0,,1,Acente,2,10,9,9,1.0,Kredi avantajı,,,,,10.0,10.0,10.0,,İnternet reklamlarından,2,,1,Promoter,100.0,1,1
CSI-CRD-00272,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-02-21,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Ebuakil Karadeniz,Otomobil-Binek,Retail,47,Erkek,150.000 TL üzeri,2427000,24,16.0,1,1,,1,OdeaBank,Düşük peşinat / peşinatsız kredi imkânı; Ödeme Planında Esneklik; Sigorta hizmetlerinin de olması,5,Evrak ve geri dönüş süreçlerinde sorun yaşadım,2.0,7,Danışmanın bilgilendirmesi yetersizdi,,4,7,5,7,,99,6,Onay süreci beklediğimden uzun sürdü,1,,1,Kredi Devri / Transferi; Kredi Borcunu erken kapama,4.0,Rehin kaldırma işleminin uzun zaman alması; Talebim için birden fazla kişiyle görüşmek durumunda kaldım.,1,Acente,1,2,0,3,2.0,,2.0,,,Servis hizmet memnuniyetsizliği; Kendi sigortacısı/tanıdık acente olması,,,,,,1,1.0,1,Detractor,44.4,0,0
CSI-CRD-00273,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-04-09,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Mürit Baturay Şensoy Karadeniz,Otomobil-Binek,Retail,44,Erkek,25.001 - 50.000 TL,1566000,12,1.0,1,2,Acentede sunulan faiz oranı beklediğimden uygundu,1,Başka kuruluş araştırmadım,Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Ulaşım kolaylığı; Daha önce kredi kullanmıştım,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,9,9,6,9,,7,8,,1,,1,Kredi Borcunu erken kapama; Kaza,6.0,Ödememin hesaplara gecikmeli yansıması; Revize işlemimin uzun zaman alması,1,Stenos Auto Mobil App; Sosyal medya,2,10,10,9,1.0,Teminat içeriği; Kredi avantajı,,,,,8.0,10.0,9.0,,Yetkili servisten; İnternet reklamlarından,2,,1,Promoter,88.9,1,1
CSI-CRD-00274,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-01-30,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Oliver İhsanoğlu,Hafif Ticari,Retail,45,Kadın,25.000 TL altı,307000,36,6.2,1,1,,2,HSBC Bank; Alternatifbank; ING,Markanın finans kurumu olması; Daha önce kredi kullanmıştım; Hizmet kalitesi,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,9,8,10,10,,6,8,,1,,1,Kredi geri ödeme planımı temin etmek,9.0,,1,Stenos Auto Mobil App; Acente; Web sitesi,2,9,10,9,1.0,Fiyat avantajı,,,,,8.0,10.0,10.0,,Acente görselliği sayesinde,2,,1,Promoter,88.9,1,1
CSI-CRD-00275,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-05-20,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Ufukay Kutgün Seven,Otomobil-Binek,Retail,48,Kadın,25.001 - 50.000 TL,465000,12,17.2,1,1,,1,Garanti Bankası; Yapı ve Kredi Bankası; ING,Kampanyaları olması; Müşteri ilişkileri; Düşük peşinat / peşinatsız kredi imkânı,6,Evrak ve geri dönüş süreçlerinde sorun yaşadım,2.0,7,Danışmanın bilgilendirmesi yetersizdi,,5,5,6,7,,6,5,Onay süreci beklediğimden uzun sürdü,1,,2,,,,2,,2,8,7,7,1.0,Kredi avantajı; Fiyat avantajı,,,,,6.0,9.0,5.0,Fiyat/teminat dengesi beklentimin altındaydı,Stenos Auto Finans veya Stenos Auto internet sayfalarından,2,,1,Passive,55.6,0,0
CSI-CRD-00276,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-02-22,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Öğr. Heva Ertaş Durmuş,Otomobil-Binek,Retail,35,Kadın,25.000 TL altı,1067000,36,5.3,1,1,,1,Akbank; Yapı ve Kredi Bankası; HSBC Bank,Müşteri ilişkileri; Daha önce kredi kullanmıştım; Personelin genel tutum davranışları,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,99,10,10,10,,10,10,,2,Erken kapama koşulları açıklanmadı,1,Kaza; Kredi geri ödeme planımı temin etmek,10.0,,1,Stenos Auto Mobil App,2,10,9,10,1.0,Fiyat avantajı,,,,,10.0,9.0,10.0,,"Gazete, dergi ilanlarından",2,,1,Promoter,100.0,1,1
CSI-CRD-00277,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-04-14,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Kayrabay Akar,Otomobil-Binek,Retail,42,Kadın,50.001 - 85.000 TL,1068000,60,1.0,1,1,,2,Başka kuruluş araştırmadım,Markanın finans kurumu olması; Kredi alımlarında hızlılık; Markaya duyulan güven,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,10,Danışman ilgili ve bilgiliydi,,7,8,8,9,,99,9,,1,,1,Kaza; Adres Değişikliği Bildirme,7.0,,1,Acente,1,8,8,7,2.0,,2.0,,,Servis hizmet memnuniyetsizliği; Kendi sigortacısı/tanıdık acente olması,,,,,,2,,1,Passive,77.8,0,0
CSI-CRD-00278,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-05-27,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Arifcan Aslan,Otomobil-Binek,Retail,49,Erkek,150.000 TL üzeri,2272000,36,5.4,1,2,Nakit bütçemi bozmak istemedim,1,Alternatifbank,Markanın finans kurumu olması; Daha az döküman/daha az prosedür; Ulaşım kolaylığı,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,8,10,10,10,,10,10,,1,,1,Kredimin ödeme planını revize etmek; Kredi Devri / Transferi,10.0,,2,,3,10,9,10,1.0,Kredi avantajı,,,,,10.0,10.0,10.0,,Acente satış danışmanı; İnternet reklamlarından,2,,1,Promoter,100.0,1,1
CSI-CRD-00279,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-06-03,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Okt. Türknur Kerime Alemdar,Otomobil-Binek,Filo,34,Kadın,150.000 TL üzeri,2295000,36,1.9,1,1,,2,Ziraat Bankası; Denizbank; ING,Personelin genel tutum davranışları; Sorunların zamanında çözülmesi; Hizmet kalitesi,7,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,6,Danışmanın bilgilendirmesi yetersizdi,2.0,7,7,6,7,,9,8,,2,Taksit tarihleri net anlatılmadı,2,,,,1,"Sosyal medya; Stenos Auto Mobil App; Gazete, dergi vb.",3,7,7,4,,,,,,,,,,,,2,,2,Passive,66.7,0,0
CSI-CRD-00280,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-03-04,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Fazul Gül,Otomobil-Binek,Filo,38,Kadın,85.001 - 150.000 TL,926000,36,24.0,1,1,,1,Halk Bankası; Finans Bank,Düşük peşinat / peşinatsız kredi imkânı; Daha az döküman/daha az prosedür; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,9,9,99,10,,9,7,,1,,3,,,,1,Web sitesi,3,10,10,9,,,,,,,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00281,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-03-16,Stenos İzmir Bornova,İzmir,Ege Bölgesi,İmrihan İde Ülker,Otomobil-Binek,Retail,41,Erkek,25.000 TL altı,491000,36,4.5,1,1,,2,OdeaBank,Kredi alımlarında hızlılık; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Sorunların zamanında çözülmesi,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,99,,,8,10,10,10,,10,99,,1,,1,Kredi Devri / Transferi,9.0,,1,Acente; Sosyal medya; Stenos Auto Mobil App,2,10,10,10,1.0,Fiyat avantajı,,,,,10.0,9.0,9.0,,İnternet reklamlarından; Acente görselliği sayesinde,2,,2,Promoter,100.0,1,1
CSI-CRD-00282,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-01-23,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Av. Faize Dumanlı Duran,Hafif Ticari,Retail,39,Erkek,50.001 - 85.000 TL,999000,24,10.5,1,1,,1,Garanti Bankası; Halk Bankası; Türkiye Finans,Sigorta hizmetlerinin de olması; Daha önce kredi kullanmıştım; Daha uzun vade,7,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,7,Danışmanın bilgilendirmesi yetersizdi,,6,7,5,8,,4,9,,1,,1,Kaza,2.0,Rehin kaldırma işleminin uzun zaman alması; Talebim onaylanmadı,2,,2,9,7,6,2.0,,1.0,1.0,Değer kaybı teminatı,Servis hizmet memnuniyetsizliği; Kendi sigortacısı/tanıdık acente olması,,,,,,2,,1,Passive,66.7,0,1
CSI-CRD-00283,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-03-26,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Okt. Müsemma Durmuş İnönü,Otomobil-Binek,Retail,51,Erkek,25.001 - 50.000 TL,320000,12,9.7,1,2,Kampanya koşulları cazipti,2,AlBaraka; Kuveyt Türk; TEB (Türk Ekonomi Bankası),Faiz oranı; Markaya duyulan güven; Müşteri ilişkileri,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,8,Danışman ilgili ve bilgiliydi,,99,9,10,10,,7,7,,1,,1,Kredimin ödeme planını revize etmek; Senet İadesi,9.0,,1,"Gazete, dergi vb.; Web sitesi",1,9,9,8,1.0,Fiyat avantajı,,,,,8.0,9.0,10.0,,Stenos Auto Finans veya Stenos Auto internet sayfalarından; Stenos Auto Finans veya Stenos Auto iletişim hattından,2,,1,Promoter,88.9,1,1
